Date,Temperature,Relative Humdity,Wind Speed
2016-04-17,36.5221175,16.375,9.0581155
2016-04-18,36.20086708,17.54166667,7.016099708
2016-04-19,35.99211742,14.58333333,7.996348825
2016-04-20,35.31003346,14.95833333,10.05332393
2016-04-21,33.85211704,14.41666667,16.51464267
2016-04-22,34.81503383,14.79166667,11.64754498
2016-04-23,32.04961658,11.16666667,10.78187032
2016-04-24,31.90378317,7.041666667,9.276776528
2016-04-25,32.65795058,9.041666667,8.024509762
2016-04-26,34.17753375,8.458333333,7.144452512
2016-04-27,34.69128375,7.583333333,7.898479279
2016-04-28,34.68878379,9.083333333,11.70195667
2016-04-29,34.75253358,9.208333333,10.93430631
2016-04-30,35.05920008,8,7.919299079
2016-05-01,36.75045029,7.041666667,11.63315056
2016-05-02,37.38878396,7.416666667,8.352923788
2016-05-03,37.05086738,14.33333333,10.52692075
2016-05-04,36.95253354,15.70833333,8.717750829
2016-05-05,34.68128408,18.5,8.975799442
2016-05-06,35.14711729,21.125,7.33460325
2016-05-07,35.12878371,22.70833333,6.248954111
2016-05-08,36.02836708,22.16666667,10.01274382
2016-05-09,36.02711704,25.29166667,12.48133892
2016-05-10,35.95795088,26.79166667,12.00165099
2016-05-11,36.29170033,26.16666667,11.21901807
2016-05-12,37.001284,23.20833333,9.727363717
2016-05-13,38.07211725,17.375,8.027211125
2016-05-14,39.17545054,13.41666667,9.187558263
2016-05-15,39.69128429,11.20833333,6.856433183
2016-05-16,38.87378388,11.66666667,8.703927496
2016-05-17,39.61086721,10.29166667,8.999772757
2016-05-18,39.82503413,9.833333333,7.872065316
2016-05-19,39.95045071,12.70833333,11.08254888
2016-05-20,38.87420075,21.54166667,13.19138897
2016-05-21,38.24211725,27.41666667,16.49778075
2016-05-22,39.26753379,24.91666667,14.44298967
2016-05-23,39.40461725,20.45833333,10.27928663
2016-05-24,35.84295029,34.45833333,18.33622721
2016-05-25,36.64545108,23.20833333,9.114821933
2016-05-26,37.91670058,19.33333333,8.360360213
2016-05-27,38.85086746,18.41666667,15.8013942
2016-05-28,38.83503408,20.33333333,15.6659285
2016-05-29,36.92836679,25.29166667,12.34634505
2016-05-30,35.52211704,31,11.43265351
2016-05-31,36.727117,25.79166667,12.07024802
2016-06-01,38.9371175,20.33333333,11.8734527
2016-06-02,39.85961742,18.20833333,15.05869259
2016-06-03,40.48670075,17.125,10.45786693
2016-06-04,40.9179505,15.95833333,8.158562925
2016-06-05,39.91295125,22.5,10.63176134
2016-06-06,39.58336758,23.66666667,11.63773321
2016-06-07,39.33836729,20.58333333,11.78810814
2016-06-08,39.70170046,17.54166667,12.04263845
2016-06-09,39.38586721,16.79166667,13.37725962
2016-06-10,39.35461767,21.125,12.48452599
2016-06-11,39.93753388,22.08333333,11.26510654
2016-06-12,37.69336767,28.79166667,10.06163047
2016-06-13,38.18003404,26.20833333,11.38450388
2016-06-14,37.64670038,31.45833333,13.93252704
2016-06-15,35.39128425,42.625,11.26285827
2016-06-16,35.24253333,45.75,13.2975961
2016-06-17,36.54961717,40.83333333,11.33622798
2016-06-18,37.57336733,34.08333333,11.39182758
2016-06-19,36.44753408,41.33333333,15.80347804
2016-06-20,36.58503429,41.16666667,14.66312496
2016-06-21,36.48711754,42.91666667,12.2461745
2016-06-22,35.44836725,47.25,10.8971541
2016-06-23,37.79670088,37.58333333,9.531237438
2016-06-24,38.905034,29.625,11.22155983
2016-06-25,38.51961738,32.54166667,12.92965809
2016-06-26,38.14586763,35.20833333,11.78082687
2016-06-27,38.21836683,35.33333333,10.46042745
2016-06-28,37.75753392,38.41666667,12.21329523
2016-06-29,37.75961721,40.83333333,10.60843047
2016-06-30,38.71670046,37.83333333,6.666762012
2016-07-01,38.00795088,40.45833333,13.98556222
2016-07-02,33.58878379,57.16666667,14.05735044
2016-07-03,31.03044988,65.66666667,10.82163941
2016-07-04,32.56628375,58.5,8.500773738
2016-07-05,35.97545071,44.54166667,8.440258558
2016-07-06,35.87878358,46,12.49640499
2016-07-07,35.94211717,46.04166667,11.28922956
2016-07-08,36.23670096,44.20833333,9.728911469
2016-07-09,35.06795054,50,10.42986033
2016-07-10,35.2504505,49.58333333,8.737131563
2016-07-11,34.48586713,52.70833333,13.16762677
2016-07-12,32.91795046,58.75,14.1501244
2016-07-13,34.74503446,50.25,11.58201708
2016-07-14,34.6104505,52.66666667,8.802117179
2016-07-15,33.82503392,57.41666667,11.67739665
2016-07-16,29.30544967,82.45833333,10.34031594
2016-07-17,27.83961617,86.25,8.5602432
2016-07-18,29.29919967,73.875,8.349216658
2016-07-19,33.393367,54.29166667,14.26674293
2016-07-20,35.91045058,41.04166667,15.12420284
2016-07-21,37.34003454,34.33333333,11.95259688
2016-07-22,36.31086729,39.20833333,12.10207648
2016-07-23,33.70170054,55.33333333,11.09971531
2016-07-24,34.32503379,50.20833333,7.030638045
